inventory_id,warehouse_id,product_id,batch_number,quantity,reorder_level,unit_cost,last_stocked_date
9899,4.0,2504.0,BT263657,292,47,1345.52,2025-11-13 14:25:21.164862
9900,4.0,1635.0,BT564375,307,39,765.87,2025-12-04 14:25:21.164884
9901,1.0,1225.0,BT766169,425,43,1192.3,2026-06-14 14:25:21.164907
9902,1.0,982.0,BT987283,470,68,1112.51,2025-12-02 14:25:21.164929
9903,2.0,2739.0,BT520971,201,78,102.98,2026-02-28 14:25:21.164951
9904,4.0,975.0,BT762554,43,55,228.66,2026-04-23 14:25:21.164973
9905,3.0,1022.0,BT512994,7,35,1253.45,2025-12-20 14:25:21.165000
9906,4.0,1572.0,BT396403,143,80,1205.23,2026-04-16 14:25:21.165023
9907,1.0,1059.0,BT666239,496,46,1029.17,2026-02-14 14:25:21.165046
9908,1.0,1419.0,BT918509,272,72,934.06,2025-11-13 14:25:21.165069
9909,2.0,2650.0,BT219821,328,25,747.09,2025-09-01 14:25:21.165091
9910,1.0,1756.0,BT412441,372,52,695.0,2026-02-15 14:25:21.165114
9911,4.0,1101.0,BT599286,286,51,424.82,2025-08-19 14:25:21.165136
9912,3.0,2961.0,BT998901,325,47,411.87,2026-01-11 14:25:21.165163
9913,2.0,2579.0,BT737078,396,32,15.68,2025-08-14 14:25:21.165191
9914,4.0,27.0,BT867611,31,41,1419.75,2025-07-29 14:25:21.165214
9915,2.0,2614.0,BT802276,97,74,788.85,2025-10-21 14:25:21.165237
9916,4.0,1672.0,BT483520,265,28,497.76,2025-11-05 14:25:21.165260
9917,2.0,2445.0,BT552952,400,31,1365.44,2026-07-15 14:25:21.165283
9918,3.0,916.0,BT706868,136,49,676.04,2025-08-29 14:25:21.165305
9919,4.0,1689.0,BT360921,226,66,867.13,2026-06-22 14:25:21.165328
9920,2.0,1984.0,BT371019,89,44,656.36,2026-05-06 14:25:21.165350
9921,4.0,1501.0,BT388058,308,45,1214.74,2026-05-05 14:25:21.165373
9922,3.0,612.0,BT500841,457,56,1324.46,2025-09-20 14:25:21.165401
9923,1.0,1083.0,BT263962,269,34,18.69,2025-12-26 14:25:21.165425
9924,4.0,2422.0,BT645200,408,76,391.73,2025-08-31 14:25:21.165447
9925,3.0,988.0,BT286973,136,22,1460.61,2025-09-24 14:25:21.165474
9926,1.0,1274.0,BT590804,390,30,530.35,2026-02-22 14:25:21.165497
9927,2.0,228.0,BT675981,234,32,922.44,2025-12-29 14:25:21.165520
9928,1.0,996.0,BT762551,335,26,396.84,2025-08-13 14:25:21.165542
9929,1.0,2198.0,BT124394,242,73,1275.67,2026-02-18 14:25:21.165569
9930,2.0,2007.0,BT363743,343,23,470.78,2025-10-04 14:25:21.165593
9931,3.0,1004.0,BT976940,74,25,20.37,2026-04-20 14:25:21.165616
9932,4.0,2304.0,BT861035,303,23,1139.13,2025-10-24 14:25:21.165638
9933,2.0,359.0,BT932041,317,73,747.09,2026-04-07 14:25:21.165661
9934,1.0,2774.0,BT908396,246,44,281.82,2025-10-04 14:25:21.165684
9935,1.0,2841.0,BT291263,276,79,304.91,2026-04-17 14:25:21.165707
9936,3.0,2981.0,BT618785,71,67,1273.04,2026-05-27 14:25:21.165733
9937,3.0,1133.0,BT213814,331,59,915.04,2025-11-30 14:25:21.165757
9938,2.0,2964.0,BT427092,99,80,1363.04,2025-09-20 14:25:21.165779
9939,2.0,2426.0,BT978246,423,41,923.86,2025-10-15 14:25:21.165802
9940,3.0,1651.0,BT830702,484,68,791.67,2026-03-21 14:25:21.165824
9941,4.0,1581.0,BT722859,495,46,791.24,2025-09-23 14:25:21.165847
9942,1.0,1814.0,BT565662,350,36,165.35,2026-03-19 14:25:21.165869
9943,4.0,1079.0,BT358773,28,22,921.3,2025-12-18 14:25:21.165891
9944,3.0,2964.0,BT237582,32,37,172.83,2025-08-19 14:25:21.165922
9945,3.0,1844.0,BT601219,254,57,301.2,2025-09-12 14:25:21.165947
9946,4.0,2708.0,BT365697,403,60,567.45,2026-04-29 14:25:21.165969
9947,3.0,702.0,BT765342,357,46,404.66,2025-10-29 14:25:21.165992
9948,3.0,1389.0,BT689235,381,41,1213.94,2026-02-06 14:25:21.166015
9949,4.0,1147.0,BT921489,248,76,1133.68,2026-05-10 14:25:21.166043
9950,4.0,325.0,BT506114,175,61,376.24,2025-12-07 14:25:21.166068
9951,1.0,1183.0,BT660779,50,60,401.26,2026-03-21 14:25:21.166092
9952,3.0,1369.0,BT899915,284,66,561.14,2026-01-16 14:25:21.166116
9953,2.0,2611.0,BT805650,180,45,176.12,2026-06-07 14:25:21.166139
9954,4.0,1148.0,BT724189,475,79,12.23,2026-03-25 14:25:21.166162
9955,3.0,2417.0,BT280817,352,51,1203.1,2026-01-20 14:25:21.166184
9956,3.0,1795.0,BT335823,29,75,24.4,2025-09-14 14:25:21.166207
9957,2.0,2658.0,BT928713,348,29,818.72,2025-12-28 14:25:21.166230
9958,4.0,1706.0,BT762163,168,57,1117.1,2026-05-17 14:25:21.166253
9959,2.0,2075.0,BT617212,482,20,588.31,2025-12-29 14:25:21.166275
9960,3.0,2660.0,BT836311,218,51,263.61,2026-03-21 14:25:21.166302
9961,3.0,2330.0,BT579927,102,72,581.46,2025-07-24 14:25:21.166326
9962,3.0,2256.0,BT227618,409,61,1420.01,2025-09-27 14:25:21.166349
9963,1.0,861.0,BT115751,31,64,1310.08,2025-10-31 14:25:21.166372
9964,4.0,2540.0,BT369524,397,74,791.16,2026-04-26 14:25:21.166405
9965,1.0,384.0,BT126533,303,59,1287.72,2026-02-07 14:25:21.166431
9966,3.0,674.0,BT408119,203,36,125.49,2026-06-09 14:25:21.166453
9967,4.0,278.0,BT967686,194,61,97.86,2025-12-28 14:25:21.166476
9968,2.0,1723.0,BT727455,434,24,1251.01,2026-04-06 14:25:21.166498
9969,1.0,888.0,BT273412,387,23,911.71,2026-05-01 14:25:21.166520
9970,2.0,2942.0,BT437233,288,27,715.82,2026-06-20 14:25:21.166543
9971,2.0,745.0,BT679034,214,79,1408.23,2026-02-15 14:25:21.166565
9972,1.0,2740.0,BT740943,55,55,1094.13,2026-05-13 14:25:21.166587
9973,4.0,1225.0,BT744468,197,47,585.03,2025-11-23 14:25:21.166610
9974,1.0,1736.0,BT902533,344,40,264.1,2026-02-05 14:25:21.166632
9975,4.0,2801.0,BT487736,57,29,110.63,2025-12-26 14:25:21.166655
9976,4.0,2399.0,BT961586,405,70,492.2,2026-05-05 14:25:21.166682
9977,1.0,1607.0,BT516779,451,25,951.91,2026-02-03 14:25:21.166704
9978,2.0,261.0,BT497061,323,33,55.83,2025-11-29 14:25:21.166726
9979,4.0,203.0,BT708220,454,41,96.51,2026-02-23 14:25:21.166749
9980,4.0,1517.0,BT916823,8,74,702.48,2025-08-21 14:25:21.166771
9981,2.0,2425.0,BT337373,145,55,1366.39,2025-08-28 14:25:21.166794
9982,1.0,2596.0,BT322352,137,30,1133.41,2025-12-17 14:25:21.166817
9983,1.0,2752.0,BT461904,224,36,1021.51,2025-07-18 14:25:21.166844
9984,4.0,857.0,BT316243,0,79,1452.36,2025-08-21 14:25:21.166868
9985,4.0,2279.0,BT179082,393,27,426.27,2026-05-14 14:25:21.166890
9986,1.0,1232.0,BT155543,58,62,31.62,2026-06-13 14:25:21.166917
9987,4.0,2895.0,BT758922,237,42,998.09,2026-04-11 14:25:21.166941
9988,4.0,168.0,BT572920,338,28,245.56,2025-07-24 14:25:21.166963
9989,3.0,873.0,BT304832,218,80,274.78,2025-08-20 14:25:21.166986
9990,3.0,372.0,BT318915,182,66,462.67,2025-12-13 14:25:21.167009
9991,3.0,1591.0,BT986167,345,26,431.76,2025-11-09 14:25:21.167032
9992,1.0,290.0,BT473039,289,21,750.47,2025-12-20 14:25:21.167058
9993,2.0,1464.0,BT423318,460,80,487.11,2026-07-06 14:25:21.167082
9994,2.0,2144.0,BT964265,261,47,1061.62,2025-12-30 14:25:21.167104
9995,2.0,1374.0,BT732341,92,33,852.12,2026-04-02 14:25:21.167126
9996,3.0,1463.0,BT600323,219,41,128.53,2025-08-10 14:25:21.167148
9997,4.0,2703.0,BT384915,409,61,91.7,2026-06-10 14:25:21.167171
9998,2.0,1527.0,BT435425,177,23,942.14,2025-10-19 14:25:21.167193
9999,1.0,168.0,BT333458,301,69,1235.64,2026-04-22 14:25:21.167216
10000,4.0,2156.0,BT480558,321,80,283.91,2026-04-18 14:25:21.167239
10001,4.0,7.0,BT918995,357,39,1108.69,2026-02-05 14:25:21.167261
10002,3.0,24.0,BT354205,216,52,201.04,2025-10-26 14:25:21.167284
10003,3.0,2860.0,BT837934,276,63,263.19,2025-10-10 14:25:21.167314
10004,3.0,1182.0,BT311643,448,38,759.56,2026-02-26 14:25:21.167339
10005,4.0,104.0,BT953920,227,59,1260.09,2026-01-28 14:25:21.167362
10006,4.0,2525.0,BT605100,438,25,313.24,2026-07-07 14:25:21.167390
10007,1.0,123.0,BT724266,248,61,1145.09,2026-05-11 14:25:21.167415
10008,2.0,2356.0,BT553237,299,33,192.47,2025-09-14 14:25:21.167443
10009,1.0,2485.0,BT985364,10,60,1020.08,2025-11-24 14:25:21.167466
10010,3.0,1801.0,BT769112,5,39,340.4,2025-08-26 14:25:21.167488
10011,3.0,1175.0,BT965225,127,60,420.77,2025-08-15 14:25:21.167512
10012,4.0,1048.0,BT557163,138,20,1432.31,2026-05-29 14:25:21.167534
10013,4.0,1825.0,BT746669,242,47,29.7,2026-05-07 14:25:21.167557
10014,3.0,803.0,BT342887,495,62,524.77,2026-01-27 14:25:21.167580
10015,2.0,874.0,BT940090,79,48,913.48,2025-09-25 14:25:21.167602
10016,3.0,2693.0,BT693380,489,75,640.97,2025-12-21 14:25:21.167625
10017,2.0,1485.0,BT587278,426,62,854.64,2025-10-01 14:25:21.167647
10018,2.0,2648.0,BT521330,135,20,1303.37,2025-08-27 14:25:21.167670
10019,1.0,389.0,BT835825,28,26,1457.26,2026-03-31 14:25:21.167692
10020,2.0,904.0,BT899796,243,67,677.12,2026-02-13 14:25:21.167715
10021,4.0,2889.0,BT625480,432,58,997.5,2025-12-09 14:25:21.167738
10022,3.0,2608.0,BT511255,348,35,1020.64,2026-07-10 14:25:21.167765
10023,2.0,2605.0,BT958880,139,65,525.55,2026-07-01 14:25:21.167788
10024,3.0,2385.0,BT357935,496,53,904.71,2026-01-19 14:25:21.167817
10025,4.0,680.0,BT909883,438,30,529.42,2025-08-11 14:25:21.167841
10026,3.0,684.0,BT821235,458,57,611.61,2025-11-21 14:25:21.167864
10027,1.0,2250.0,BT147292,287,71,654.35,2025-11-23 14:25:21.167886
10028,1.0,1475.0,BT903012,61,52,1290.94,2026-03-05 14:25:21.167909
10029,3.0,2260.0,BT323437,211,59,636.55,2026-05-07 14:25:21.168043
10030,1.0,357.0,BT616684,326,25,12.29,2025-12-16 14:25:21.168069
10031,3.0,1373.0,BT475642,355,80,729.0,2025-07-22 14:25:21.168092
10032,4.0,1420.0,BT971713,186,55,1146.64,2026-05-28 14:25:21.168115
10033,3.0,2965.0,BT203195,375,51,1376.05,2026-06-19 14:25:21.168150
10034,4.0,2708.0,BT360116,474,57,1155.6,2026-07-10 14:25:21.168172
10035,1.0,82.0,BT429990,202,66,597.56,2026-03-20 14:25:21.168193
10036,3.0,2425.0,BT313540,280,68,32.48,2025-12-15 14:25:21.168215
10037,2.0,1765.0,BT155986,38,66,867.63,2026-05-24 14:25:21.168236
10038,2.0,1431.0,BT862252,211,23,1053.24,2025-09-21 14:25:21.168258
10039,1.0,2217.0,BT826616,447,76,31.29,2025-11-29 14:25:21.168280
10040,2.0,1469.0,BT307082,252,45,1073.96,2025-12-29 14:25:21.168307
10041,3.0,281.0,BT865649,0,74,838.17,2025-10-20 14:25:21.168329
10042,1.0,2230.0,BT871870,69,53,435.06,2025-10-04 14:25:21.168354
10043,3.0,2373.0,BT960828,314,29,1486.0,2025-11-03 14:25:21.168377
10044,2.0,2607.0,BT464338,231,75,201.41,2026-02-15 14:25:21.168409
10045,4.0,1170.0,BT980130,207,66,924.46,2025-09-05 14:25:21.168433
10046,2.0,2953.0,BT241493,321,21,1096.33,2026-03-15 14:25:21.168455
10047,4.0,2285.0,BT281396,250,76,1227.78,2026-04-19 14:25:21.168478
10048,4.0,1413.0,BT210601,440,64,192.23,2025-08-02 14:25:21.168499
10049,2.0,2251.0,BT913053,460,52,1088.71,2025-09-16 14:25:21.168521
10050,1.0,2608.0,BT756744,25,21,1320.64,2026-02-07 14:25:21.168543
10051,2.0,2196.0,BT177893,499,28,1352.13,2026-01-14 14:25:21.168564
10052,1.0,1095.0,BT748207,20,77,140.82,2026-06-08 14:25:21.168586
10053,4.0,1938.0,BT636662,132,35,1332.81,2026-06-07 14:25:21.168608
10054,2.0,1737.0,BT936431,464,25,194.66,2025-10-25 14:25:21.168630
10055,1.0,2189.0,BT924433,418,31,821.0,2026-02-11 14:25:21.168652
10056,4.0,1404.0,BT178848,432,49,76.55,2025-10-26 14:25:21.168678
10057,2.0,837.0,BT987071,272,76,1064.86,2026-02-14 14:25:21.168700
10058,2.0,917.0,BT713853,159,42,798.71,2025-09-23 14:25:21.168723
10059,3.0,1140.0,BT752217,54,24,189.02,2025-10-20 14:25:21.168745
10060,1.0,1276.0,BT807594,331,46,40.54,2026-01-26 14:25:21.168767
10061,3.0,2695.0,BT873274,95,38,667.03,2026-04-12 14:25:21.168799
10062,4.0,381.0,BT263196,474,38,244.25,2026-04-29 14:25:21.168821
10063,2.0,2590.0,BT970229,455,79,343.49,2025-07-30 14:25:21.168843
10064,1.0,2034.0,BT420977,334,66,1130.85,2025-11-05 14:25:21.168865
10065,2.0,1573.0,BT599080,240,53,669.5,2026-05-25 14:25:21.168886
10066,1.0,289.0,BT243132,39,32,97.05,2025-09-13 14:25:21.168908
10067,1.0,2872.0,BT987897,206,34,1210.69,2025-08-12 14:25:21.168930
10068,2.0,773.0,BT818800,316,78,1220.7,2026-04-26 14:25:21.168951
10069,3.0,32.0,BT639944,419,64,1182.98,2026-05-07 14:25:21.168973
10070,1.0,2453.0,BT823362,32,71,63.85,2026-02-06 14:25:21.168995
10071,4.0,2137.0,BT560415,376,69,19.75,2025-07-26 14:25:21.169017
10072,3.0,560.0,BT363780,429,70,401.61,2026-02-13 14:25:21.169045
10073,1.0,1872.0,BT623530,479,54,782.0,2025-12-05 14:25:21.169068
10074,2.0,1485.0,BT212981,194,61,280.66,2026-01-30 14:25:21.169090
10075,4.0,507.0,BT300485,275,58,527.67,2025-09-23 14:25:21.169112
10076,4.0,1960.0,BT371982,463,41,229.43,2025-12-17 14:25:21.169134
10077,2.0,2116.0,BT550037,176,22,975.48,2025-11-01 14:25:21.169155
10078,4.0,2089.0,BT857986,417,48,253.74,2026-03-11 14:25:21.169178
10079,4.0,1244.0,BT500452,203,74,974.29,2025-12-22 14:25:21.169199
10080,4.0,1199.0,BT849647,21,69,957.43,2025-08-02 14:25:21.169221
10081,2.0,1366.0,BT287139,183,36,1396.9,2026-04-18 14:25:21.169247
10082,2.0,2370.0,BT938260,258,69,809.19,2025-09-08 14:25:21.169270
10083,3.0,1808.0,BT991699,409,50,896.0,2025-10-31 14:25:21.169292
10084,1.0,690.0,BT890397,166,40,998.91,2026-05-09 14:25:21.169314
10085,1.0,1477.0,BT897932,252,32,1022.65,2025-11-14 14:25:21.169335
10086,4.0,530.0,BT965960,128,70,525.37,2025-07-21 14:25:21.169358
10087,1.0,388.0,BT798497,39,27,473.26,2025-09-24 14:25:21.169389
10088,4.0,2911.0,BT768776,312,46,182.14,2026-02-20 14:25:21.169414
10089,4.0,420.0,BT196634,68,68,490.5,2026-06-23 14:25:21.169436
10090,2.0,564.0,BT750103,167,52,180.73,2025-11-26 14:25:21.169458
10091,3.0,2263.0,BT538006,142,46,1012.45,2026-02-08 14:25:21.169480
10092,2.0,766.0,BT706418,192,63,680.58,2025-10-07 14:25:21.169502
10093,2.0,1169.0,BT882243,396,74,569.37,2026-02-28 14:25:21.169524
10094,1.0,2718.0,BT826277,392,30,1320.51,2026-02-26 14:25:21.169546
10095,4.0,531.0,BT170286,338,37,13.64,2026-01-24 14:25:21.169568
10096,3.0,2212.0,BT794223,236,23,318.45,2025-10-08 14:25:21.169590
10097,3.0,175.0,BT110943,121,60,592.89,2025-08-23 14:25:21.169612
10098,2.0,1976.0,BT306086,423,71,521.37,2026-01-10 14:25:21.169640
10099,4.0,842.0,BT206707,234,25,972.82,2025-09-03 14:25:21.169663
10100,4.0,769.0,BT440321,450,60,558.66,2026-03-01 14:25:21.169690
10101,3.0,2182.0,BT295703,16,48,236.49,2026-02-11 14:25:21.169713
10102,1.0,2180.0,BT498266,354,50,615.16,2025-10-08 14:25:21.169735
10103,1.0,1055.0,BT629299,33,35,909.53,2025-10-03 14:25:21.169761
10104,4.0,2073.0,BT118503,224,23,400.5,2025-12-10 14:25:21.169784
10105,4.0,1748.0,BT528582,437,54,293.62,2025-11-11 14:25:21.169806
10106,3.0,2102.0,BT454126,280,66,200.56,2025-11-06 14:25:21.169828
10107,1.0,517.0,BT226465,392,75,1327.69,2025-09-25 14:25:21.169850
10108,4.0,409.0,BT189438,454,59,169.06,2026-02-27 14:25:21.169872
10109,3.0,1076.0,BT790201,283,31,1474.75,2026-05-16 14:25:21.169893
10110,3.0,2169.0,BT668592,119,67,56.68,2026-05-10 14:25:21.169915
10111,2.0,785.0,BT444600,174,24,1313.61,2026-02-26 14:25:21.169937
10112,4.0,2308.0,BT570292,288,45,1221.5,2026-03-13 14:25:21.169958
10113,3.0,525.0,BT958456,433,39,1421.63,2026-05-27 14:25:21.169980
10114,4.0,2885.0,BT997872,223,70,463.58,2026-07-18 14:25:21.170001
10115,1.0,912.0,BT391969,375,70,1036.34,2025-12-06 14:25:21.170023
10116,4.0,480.0,BT405127,300,80,826.37,2026-03-30 14:25:21.170044
10117,3.0,982.0,BT192210,397,77,571.68,2026-02-12 14:25:21.170066
10118,4.0,1504.0,BT640064,225,76,685.96,2026-04-14 14:25:21.170087
10119,3.0,2252.0,BT254202,10,36,544.4,2025-09-14 14:25:21.170112
10120,1.0,2417.0,BT378348,61,69,799.09,2026-07-10 14:25:21.170139
10121,2.0,1895.0,BT960165,188,32,40.74,2026-05-30 14:25:21.170162
10122,3.0,704.0,BT233112,200,65,1210.55,2026-06-28 14:25:21.170183
10123,2.0,829.0,BT348577,129,28,1255.71,2026-05-20 14:25:21.170204
10124,4.0,1286.0,BT944064,225,72,811.02,2025-11-26 14:25:21.170226
10125,1.0,2124.0,BT414747,33,35,1442.39,2025-08-11 14:25:21.170247
10126,1.0,135.0,BT798436,76,42,725.17,2026-03-09 14:25:21.170269
10127,4.0,2625.0,BT833545,389,80,1059.19,2026-03-21 14:25:21.170290
10128,2.0,190.0,BT275441,296,51,99.87,2026-07-05 14:25:21.170312
10129,1.0,1434.0,BT915671,313,47,1444.32,2025-11-02 14:25:21.170333
10130,2.0,914.0,BT710634,453,32,1422.1,2025-07-28 14:25:21.170355
10131,2.0,700.0,BT909873,477,36,567.14,2026-07-17 14:25:21.170377
10132,2.0,927.0,BT741683,124,23,1057.96,2026-04-16 14:25:21.170406
10133,1.0,2612.0,BT206933,124,64,14.11,2026-02-01 14:25:21.170428
10134,1.0,1935.0,BT974174,171,51,1355.68,2026-03-16 14:25:21.170450
10135,4.0,1426.0,BT358229,14,42,1448.62,2026-02-02 14:25:21.170481
10136,1.0,1323.0,BT116592,166,75,1410.82,2025-11-08 14:25:21.170503
10137,4.0,2173.0,BT440248,44,21,1460.86,2025-08-23 14:25:21.170524
10138,3.0,2011.0,BT147226,3,71,314.64,2026-01-24 14:25:21.170546
10139,2.0,908.0,BT701553,50,61,1003.81,2025-12-03 14:25:21.170571
10140,2.0,2969.0,BT303225,401,26,1271.56,2025-10-02 14:25:21.170593
10141,2.0,1010.0,BT955693,50,22,1176.62,2026-04-24 14:25:21.170615
10142,3.0,805.0,BT900968,450,51,452.14,2026-04-23 14:25:21.170637
10143,4.0,421.0,BT150632,155,63,1080.12,2026-06-25 14:25:21.170658
10144,4.0,2491.0,BT793656,7,64,1242.49,2025-10-29 14:25:21.170680
10145,2.0,2321.0,BT694706,425,52,524.61,2026-06-05 14:25:21.170703
10146,3.0,2991.0,BT203261,42,36,508.01,2026-02-10 14:25:21.170725
10147,4.0,936.0,BT344090,177,79,1073.98,2026-02-27 14:25:21.170747
10148,1.0,1862.0,BT898866,93,61,854.55,2025-12-24 14:25:21.170769
10149,3.0,1348.0,BT523743,358,66,1248.05,2026-06-28 14:25:21.170791
10150,2.0,2129.0,BT459476,366,53,588.81,2025-12-05 14:25:21.170813
10151,1.0,1278.0,BT123131,256,60,1211.32,2025-11-18 14:25:21.170838
10152,2.0,974.0,BT706192,427,51,1285.86,2025-10-01 14:25:21.170861
10153,3.0,441.0,BT294860,50,62,244.53,2025-12-14 14:25:21.170884
10154,3.0,1418.0,BT291163,141,50,1169.5,2026-05-31 14:25:21.170906
10155,3.0,1909.0,BT543315,60,35,890.35,2026-04-09 14:25:21.170927
10156,1.0,2099.0,BT821214,292,21,1046.46,2025-09-22 14:25:21.170949
10157,1.0,1865.0,BT536597,219,32,532.46,2026-02-08 14:25:21.170970
10158,2.0,2240.0,BT286983,35,65,1233.42,2025-07-22 14:25:21.170992
10159,4.0,668.0,BT753503,398,20,400.97,2025-07-23 14:25:21.171020
10160,3.0,1701.0,BT801071,335,72,689.3,2025-12-10 14:25:21.171043
10161,1.0,1040.0,BT943284,70,80,56.83,2026-04-21 14:25:21.171065
10162,4.0,1875.0,BT150153,338,67,267.06,2025-10-18 14:25:21.171087
10163,2.0,366.0,BT649343,473,67,394.07,2025-12-20 14:25:21.171108
10164,3.0,1398.0,BT550863,419,58,1401.57,2025-12-26 14:25:21.171130
10165,1.0,1375.0,BT850465,224,66,1431.45,2026-01-14 14:25:21.171152
10166,3.0,1788.0,BT124012,62,49,106.08,2026-06-12 14:25:21.171173
10167,1.0,883.0,BT296263,95,68,448.32,2026-07-13 14:25:21.171199
10168,4.0,1378.0,BT229678,423,54,833.06,2026-04-08 14:25:21.171222
10169,3.0,1148.0,BT975228,179,20,1404.98,2025-09-28 14:25:21.171243
10170,1.0,2736.0,BT773026,379,74,342.64,2025-10-01 14:25:21.171265
10171,3.0,2234.0,BT311494,245,67,422.43,2025-07-21 14:25:21.171287
10172,2.0,223.0,BT530551,8,31,17.57,2025-08-31 14:25:21.171309
10173,4.0,2481.0,BT249426,186,42,184.92,2026-01-18 14:25:21.171334
10174,1.0,2892.0,BT160625,324,21,280.69,2025-10-01 14:25:21.171357
10175,2.0,536.0,BT591935,464,79,314.84,2026-03-31 14:25:21.171379
10176,2.0,2008.0,BT840070,57,60,359.53,2025-08-27 14:25:21.171408
10177,4.0,2408.0,BT507129,329,29,564.67,2026-06-04 14:25:21.171431
10178,4.0,403.0,BT377821,392,55,510.95,2026-02-07 14:25:21.171457
10179,2.0,1159.0,BT489569,465,28,209.2,2026-01-01 14:25:21.171479
10180,1.0,1315.0,BT746339,43,29,346.08,2025-12-06 14:25:21.171501
10181,2.0,2469.0,BT624223,64,30,727.21,2026-02-12 14:25:21.171523
10182,4.0,2457.0,BT968487,467,64,366.99,2026-03-23 14:25:21.171546
10183,1.0,1383.0,BT340354,410,41,825.35,2025-10-16 14:25:21.171572
10184,4.0,2457.0,BT439006,408,79,25.76,2025-07-21 14:25:21.171595
10185,3.0,345.0,BT930312,276,45,1371.67,2025-12-22 14:25:21.171616
10186,4.0,2715.0,BT911011,400,20,1384.22,2026-03-01 14:25:21.171638
10187,3.0,1766.0,BT367877,368,75,1284.72,2026-06-07 14:25:21.171660
10188,2.0,2555.0,BT525096,153,62,66.89,2026-01-11 14:25:21.171681
10189,2.0,2531.0,BT407613,242,65,1055.34,2025-10-27 14:25:21.171703
10190,3.0,2292.0,BT468506,30,34,1110.74,2025-10-09 14:25:21.171725
10191,3.0,364.0,BT663316,415,20,1302.15,2026-07-13 14:25:21.171747
10192,1.0,2783.0,BT518762,377,27,1419.99,2026-07-10 14:25:21.171768
10193,3.0,1070.0,BT592916,95,69,1242.29,2025-08-16 14:25:21.171790
10194,3.0,1432.0,BT803951,245,58,878.49,2025-08-22 14:25:21.171812
10195,1.0,2386.0,BT909606,472,70,1196.99,2026-01-27 14:25:21.171834
10196,4.0,526.0,BT807826,365,66,983.79,2026-07-14 14:25:21.171856
10197,4.0,1260.0,BT536628,2,31,559.11,2025-11-11 14:25:21.171878
10198,3.0,2972.0,BT973874,158,37,669.71,2025-12-29 14:25:21.171904
10199,4.0,619.0,BT649737,417,23,810.86,2025-11-15 14:25:21.171931
10200,1.0,1186.0,BT624931,495,26,1312.43,2026-07-17 14:25:21.171955
10201,4.0,1286.0,BT237102,331,43,11.81,2025-09-07 14:25:21.171977
10202,3.0,1423.0,BT928268,382,47,984.36,2025-09-10 14:25:21.172000
10203,4.0,204.0,BT712199,432,58,1230.77,2025-11-10 14:25:21.172022
10204,4.0,1395.0,BT920050,320,79,402.84,2026-01-27 14:25:21.172044
10205,2.0,123.0,BT829379,165,53,1444.93,2025-11-26 14:25:21.172066
10206,1.0,1782.0,BT626349,172,80,371.34,2026-05-22 14:25:21.172088
10207,3.0,1506.0,BT725430,405,67,273.0,2025-11-30 14:25:21.172123
10208,3.0,1070.0,BT234850,373,44,501.46,2026-05-03 14:25:21.172146
10209,3.0,875.0,BT823374,101,33,1323.72,2026-07-04 14:25:21.172173
10210,4.0,2807.0,BT503608,90,54,1334.7,2026-05-28 14:25:21.172197
10211,3.0,276.0,BT573587,171,76,100.26,2026-03-07 14:25:21.172220
10212,1.0,1881.0,BT975029,16,60,524.05,2026-02-02 14:25:21.172242
10213,4.0,798.0,BT943489,211,37,126.41,2026-07-10 14:25:21.172265
10214,3.0,1207.0,BT135188,48,23,1281.96,2025-12-30 14:25:21.172292
10215,2.0,2059.0,BT657135,143,64,503.99,2026-07-17 14:25:21.172315
10216,4.0,2390.0,BT157992,213,21,1413.54,2026-01-30 14:25:21.172338
10217,2.0,1033.0,BT286530,55,53,1177.79,2025-11-11 14:25:21.172369
10218,4.0,1738.0,BT510697,173,42,1145.23,2025-09-13 14:25:21.172400
10219,3.0,2034.0,BT196210,173,70,231.68,2026-07-09 14:25:21.172425
10220,1.0,627.0,BT136427,329,55,369.34,2026-06-12 14:25:21.172448
10221,4.0,2236.0,BT580485,436,28,1181.03,2026-03-10 14:25:21.172471
10222,2.0,2667.0,BT429432,420,32,1266.38,2026-03-24 14:25:21.172493
10223,2.0,2070.0,BT851479,51,53,604.72,2025-10-16 14:25:21.172516
10224,4.0,2091.0,BT886882,36,33,290.32,2026-04-22 14:25:21.172539
10225,4.0,2470.0,BT682356,342,30,352.84,2026-07-12 14:25:21.172562
10226,3.0,380.0,BT702220,226,20,383.76,2026-01-30 14:25:21.172585
10227,1.0,2563.0,BT670789,2,42,553.33,2026-03-04 14:25:21.172608
10228,4.0,2619.0,BT119788,172,45,614.19,2026-06-13 14:25:21.172630
10229,3.0,415.0,BT951974,436,63,322.91,2025-09-06 14:25:21.172654
10230,1.0,2080.0,BT390489,111,45,1347.93,2026-06-21 14:25:21.172677
10231,4.0,2310.0,BT695403,457,80,444.99,2025-10-02 14:25:21.172708
10232,4.0,2506.0,BT423821,198,68,1172.56,2026-01-05 14:25:21.172731
10233,2.0,885.0,BT380422,124,43,1457.64,2025-11-28 14:25:21.172754
10234,1.0,641.0,BT102897,302,22,536.44,2026-01-23 14:25:21.172777
10235,4.0,1684.0,BT297985,404,56,1074.01,2026-03-08 14:25:21.172800
10236,2.0,2575.0,BT310127,181,72,1380.87,2026-02-20 14:25:21.172822
10237,4.0,1081.0,BT193357,464,78,823.09,2025-11-13 14:25:21.172850
